,,Overall,,Survey Group,,,,Age Group,,,,,,,,,,Grade Level,,,,,,Gender,,,,LGBTQ Identification (Gen Z adults),,,,Race/Ethnicity,,,,,,,,,,Highest Educational Attainment,,,,,,,,,,Highest educational attainment or enrollment,,Parent Educational Attainment,,,,Eligibility for free or reduced-price lunch,,,,Subjective Income (Parent + Child),,,,,,Subjective Income (Gen Z adults),,,,,,Disability Status (Gen Z children),,,,Political Party Identification (Gen Z adults),,,,,,,,Religious Affiliation (Gen Z adults),,,,Census Region,,,,,,,
,Neither agree nor disagree,21%,769,19%,353,23%,416,17%,178,20%,193,25%,37,21%,135,23%,226,18%,104,19%,249,23%,416,21%,396,20%,330,26%,145,20%,241,27%,69,23%,76,20%,142,23%,64,20%,413,19%,353,24%,146,22%,37,22%,164,15%,68,19%,353,19%,508,24%,232,20%,144,18%,184,17%,170,20%,146,21%,51,17%,168,27%,162,25%,66,21%,49,19%,319,22%,177,22%,136,14%,41,33%,61,17%,197,29%,242,19%,120,21%,192,20%,270,23%,187
,Disagree,7%,267,6%,99,8%,168,5%,50,7%,52,6%,9,8%,50,9%,106,5%,28,6%,71,8%,168,7%,142,7%,114,10%,57,7%,102,8%,25,8%,22,7%,44,8%,18,7%,157,6%,99,8%,49,8%,18,8%,70,6%,31,6%,99,7%,175,8%,80,5%,37,6%,51,4%,42,6%,37,9%,23,6%,61,7%,59,16%,42,13%,23,5%,79,11%,87,7%,53,3%,10,7%,15,5%,70,12%,102,9%,53,5%,57,5%,86,10%,71
,Strongly disagree,2%,69,1%,14,3%,55,1%,9,1%,6,1%,1,4%,21,3%,32,1%,6,0%,8,3%,55,2%,31,2%,35,5%,24,2%,27,3%,6,2%,2,2%,16,4%,7,2%,36,1%,14,4%,23,3%,7,2%,15,2%,10,1%,14,2%,38,3%,28,1%,8,0%,5,1%,7,1%,4,1%,4,1%,7,3%,24,10%,23,3%,6,0%,9,3%,21,5%,25,1%,5,4%,5,2%,19,5%,38,3%,14,2%,17,2%,22,2%,16
,Total,100%,3774,100%,1682,100%,2092,100%,923,100%,825,100%,146,100%,629,100%,1251,100%,523,100%,1159,100%,2092,100%,1989,100%,1649,100%,582,100%,1398,100%,269,100%,359,100%,682,100%,246,100%,2172,100%,1682,100%,594,100%,185,100%,784,100%,528,100%,1682,100%,2629,100%,1017,100%,651,100%,899,100%,866,100%,637,100%,231,100%,1013,100%,750,100%,253,100%,196,100%,1540,100%,884,100%,649,100%,390,100%,211,100%,1277,100%,939,100%,630,100%,948,100%,1406,100%,789
I know what my core values are.,Strongly agree,39%,1518,34%,569,43%,949,33%,292,36%,308,38%,55,44%,273,43%,590,33%,162,34%,407,43%,949,37%,799,41%,657,40%,270,44%,633,22%,64,39%,146,42%,297,44%,97,40%,893,34%,569,41%,242,45%,79,45%,352,50%,276,34%,569,42%,1100,36%,379,32%,196,34%,320,35%,305,31%,207,37%,81,48%,482,39%,330,37%,102,39%,65,34%,532,40%,375,44%,295,55%,218,30%,74,46%,612,38%,388,39%,248,40%,383,41%,576,36%,310
,Agree,45%,1741,50%,823,43%,918,48%,453,50%,397,48%,69,40%,274,43%,548,48%,256,50%,567,43%,918,48%,934,44%,756,42%,243,44%,626,60%,160,40%,149,44%,293,39%,114,46%,1007,50%,823,43%,259,43%,79,45%,357,42%,222,50%,823,45%,1208,47%,475,51%,335,51%,430,50%,421,52%,319,42%,107,43%,447,46%,333,39%,106,42%,86,51%,759,49%,430,42%,281,36%,146,42%,90,42%,546,45%,433,44%,290,45%,446,43%,635,51%,370
,Neither agree nor disagree,12%,415,14%,244,11%,171,16%,150,12%,102,10%,16,12%,63,11%,84,16%,89,13%,155,11%,171,12%,201,13%,196,13%,50,10%,107,14%,39,16%,49,12%,71,15%,29,11%,223,14%,244,13%,70,10%,21,8%,58,6%,22,14%,244,11%,263,13%,125,16%,103,13%,125,12%,117,15%,98,17%,33,9%,69,13%,67,15%,27,15%,35,14%,213,8%,59,9%,53,8%,21,23%,40,10%,96,13%,86,13%,74,11%,91,13%,156,12%,94
,Disagree,2%,77,2%,34,2%,43,2%,19,2%,15,3%,4,1%,13,2%,26,2%,10,2%,24,2%,43,2%,42,2%,32,2%,12,2%,28,3%,6,4%,12,2%,13,1%,5,1%,40,2%,34,2%,17,1%,3,2%,15,1%,8,2%,34,1%,47,3%,28,2%,13,2%,17,2%,16,1%,9,3%,9,1%,13,2%,17,4%,12,4%,8,2%,26,2%,21,2%,14,0%,3,1%,4,1%,18,3%,26,3%,14,3%,21,2%,33,1%,9
,Strongly disagree,1%,20,0%,10,1%,10,1%,7,0%,3,1%,2,2%,5,0%,3,1%,5,0%,5,1%,10,1%,10,1%,8,2%,6,1%,4,0%,0,2%,3,0%,4,1%,1,1%,10,0%,10,1%,5,2%,3,1%,2,0%,0,0%,10,0%,10,1%,8,0%,3,0%,6,0%,6,0%,3,1%,1,0%,1,0%,3,5%,6,1%,2,0%,8,0%,0,2%,6,0%,1,3%,2,1%,4,2%,6,2%,4,2%,7,0%,4,0%,5
,Total,100%,3771,100%,1680,100%,2091,100%,921,100%,825,100%,146,100%,628,100%,1251,100%,522,100%,1158,100%,2091,100%,1986,100%,1649,100%,581,100%,1398,100%,269,100%,359,100%,678,100%,246,100%,2173,100%,1680,100%,593,100%,185,100%,784,100%,528,100%,1680,100%,2628,100%,1015,100%,650,100%,898,100%,865,100%,636,100%,231,100%,1012,100%,750,100%,253,100%,196,100%,1538,100%,885,100%,649,100%,389,100%,210,100%,1276,100%,939,100%,630,100%,948,100%,1404,100%,788
Which of the following best describes what you would like to do in the first year after you finish high school? Select all that apply.,Enroll in an apprenticeship/internship,16%,276,16%,276,0%,0,17%,156,15%,120,0%,0,0%,0,0%,0,18%,91,15%,185,0%,0,13%,110,18%,157,0%,0,0%,0,17%,15,13%,27,12%,48,16%,22,19%,162,16%,276,0%,0,0%,0,0%,0,0%,0,16%,276,16%,206,17%,61,19%,120,14%,134,16%,143,16%,94,16%,38,0%,0,0%,0,0%,0,15%,30,16%,246,7%,3,7%,3,29%,7,23%,8,14%,13,21%,8,16%,45,16%,61,16%,111,15%,59
,"Enroll in college (such technical training, associate degree, bachelor’s degree)",69%,1223,69%,1223,0%,0,69%,669,69%,554,0%,0,0%,0,0%,0,66%,358,70%,865,0%,0,76%,620,64%,575,0%,0,0%,0,90%,83,78%,159,68%,252,65%,83,65%,634,69%,1223,0%,0,0%,0,0%,0,0%,0,69%,1223,76%,990,57%,211,64%,433,78%,720,74%,649,68%,433,58%,135,0%,0,0%,0,0%,0,41%,87,73%,1134,78%,38,79%,30,78%,25,74%,28,77%,82,76%,39,65%,183,62%,251,72%,507,72%,282
,Be a parent,3%,52,3%,52,0%,0,4%,36,2%,16,0%,0,0%,0,0%,0,5%,21,2%,31,0%,0,4%,31,3%,21,0%,0,0%,0,1%,1,1%,3,3%,14,5%,4,4%,30,3%,52,0%,0,0%,0,0%,0,0%,0,3%,52,3%,39,4%,9,4%,24,3%,24,4%,31,2%,14,3%,7,0%,0,0%,0,0%,0,4%,5,3%,46,0%,0,5%,2,0%,0,0%,0,2%,2,0%,0,3%,7,2%,9,3%,21,4%,15
,Enlist in the military,8%,114,8%,114,0%,0,8%,60,8%,54,0%,0,0%,0,0%,0,7%,32,8%,82,0%,0,5%,37,10%,75,0%,0,0%,0,3%,2,6%,10,10%,26,4%,8,8%,66,8%,114,0%,0,0%,0,0%,0,0%,0,8%,114,7%,82,8%,25,8%,44,8%,62,6%,54,8%,46,8%,13,0%,0,0%,0,0%,0,13%,19,7%,94,6%,2,0%,0,8%,1,15%,4,7%,4,9%,3,4%,13,7%,27,8%,42,11%,32
,Work at a paid job,44%,701,44%,701,0%,0,44%,385,44%,316,0%,0,0%,0,0%,0,44%,214,44%,487,0%,0,43%,317,45%,366,0%,0,0%,0,28%,24,41%,84,46%,146,41%,47,46%,388,44%,701,0%,0,0%,0,0%,0,0%,0,44%,701,42%,507,51%,171,48%,310,39%,332,41%,331,47%,266,47%,103,0%,0,0%,0,0%,0,43%,75,44%,626,48%,17,29%,13,46%,15,34%,16,33%,35,51%,26,40%,93,44%,162,43%,283,47%,163
,Volunteer or serve on a mission,7%,109,7%,109,0%,0,6%,62,7%,47,0%,0,0%,0,0%,0,4%,25,8%,84,0%,0,7%,61,6%,46,0%,0,0%,0,4%,5,5%,12,7%,21,8%,9,8%,61,7%,109,0%,0,0%,0,0%,0,0%,0,7%,109,7%,86,6%,18,4%,33,8%,57,6%,46,9%,48,6%,15,0%,0,0%,0,0%,0,11%,16,6%,93,5%,2,4%,2,9%,3,11%,4,8%,8,5%,3,6%,16,6%,21,5%,43,10%,29
,Take time off to travel or pursue other interests,14%,230,14%,230,0%,0,15%,134,13%,96,0%,0,0%,0,0%,0,14%,74,14%,156,0%,0,16%,124,12%,96,0%,0,0%,0,10%,7,13%,31,14%,55,23%,22,13%,111,14%,230,0%,0,0%,0,0%,0,0%,0,14%,230,14%,179,14%,41,14%,90,14%,120,12%,99,15%,89,18%,41,0%,0,0%,0,0%,0,18%,36,14%,194,9%,5,7%,3,3%,2,8%,4,4%,7,14%,7,10%,26,15%,53,13%,87,18%,64
,Start your own business,12%,177,12%,177,0%,0,14%,119,9%,58,0%,0,0%,0,0%,0,16%,77,10%,100,0%,0,9%,72,14%,101,0%,0,0%,0,0%,0,22%,42,15%,47,13%,11,9%,74,12%,177,0%,0,0%,0,0%,0,0%,0,12%,177,11%,126,13%,41,14%,89,8%,66,9%,68,14%,83,14%,25,0%,0,0%,0,0%,0,14%,26,11%,150,8%,1,3%,1,1%,1,8%,5,5%,4,7%,4,7%,12,14%,42,13%,83,10%,40
,Work in a family business,4%,58,4%,58,0%,0,5%,43,2%,15,0%,0,0%,0,0%,0,5%,22,3%,36,0%,0,3%,19,5%,37,0%,0,0%,0,0%,0,4%,8,3%,13,10%,9,3%,26,4%,58,0%,0,0%,0,0%,0,0%,0,4%,58,4%,38,5%,18,4%,31,2%,17,3%,23,5%,24,4%,10,0%,0,0%,0,0%,0,9%,15,3%,43,0%,0,0%,0,7%,1,2%,1,2%,1,2%,1,4%,8,6%,18,4%,24,2%,8
,Other (please specify):,3%,41,3%,41,0%,0,2%,26,3%,15,0%,0,0%,0,0%,0,3%,19,2%,22,0%,0,2%,14,3%,27,0%,0,0%,0,1%,1,4%,6,1%,4,3%,4,3%,26,3%,41,0%,0,0%,0,0%,0,0%,0,3%,41,3%,29,2%,11,3%,20,2%,18,1%,14,3%,15,5%,12,0%,0,0%,0,0%,0,2%,4,3%,37,0%,0,2%,1,0%,0,2%,1,2%,2,0%,0,2%,5,4%,7,2%,15,3%,14
,None of the above,0%,9,0%,9,0%,0,0%,6,0%,3,0%,0,0%,0,0%,0,0%,3,0%,6,0%,0,1%,5,0%,4,0%,0,0%,0,0%,0,0%,0,1%,4,1%,2,0%,3,0%,9,0%,0,0%,0,0%,0,0%,0,0%,9,0%,6,0%,2,0%,2,0%,5,0%,3,0%,3,1%,3,0%,0,0%,0,0%,0,1%,3,0%,6,0%,0,0%,0,0%,0,2%,1,0%,0,2%,1,1%,2,0%,2,0%,4,0%,1
,Don’t know,6%,97,6%,97,0%,0,8%,64,4%,33,0%,0,0%,0,0%,0,10%,44,4%,53,0%,0,7%,44,5%,51,0%,0,0%,0,4%,3,2%,5,8%,26,7%,8,6%,53,6%,97,0%,0,0%,0,0%,0,0%,0,6%,97,4%,60,7%,23,7%,53,4%,34,5%,42,6%,41,7%,14,0%,0,0%,0,0%,0,16%,29,5%,68,1%,1,0%,0,0%,0,2%,2,1%,1,1%,2,10%,19,8%,26,4%,32,4%,19
,Total,100%,1684,100%,1684,0%,0,100%,922,100%,762,0%,0,0%,0,0%,0,100%,523,100%,1161,0%,0,100%,788,100%,856,0%,0,0%,0,100%,90,100%,205,100%,352,100%,117,100%,901,100%,1684,0%,0,0%,0,0%,0,0%,0,100%,1684,100%,1276,100%,350,100%,652,100%,900,100%,841,100%,612,100%,224,0%,0,0%,0,0%,0,100%,188,100%,1492,100%,44,100%,38,100%,31,100%,41,100%,102,100%,53,100%,255,100%,379,100%,677,100%,372
What type of college would you like to enroll in within the first year of completing high school?,Associate degree program,17%,169,17%,169,0%,0,15%,84,20%,85,0%,0,0%,0,0%,0,14%,45,18%,124,0%,0,20%,94,14%,71,0%,0,0%,0,13%,6,15%,20,21%,44,24%,14,16%,83,17%,169,0%,0,0%,0,0%,0,0%,0,17%,169,15%,117,24%,45,26%,94,10%,63,17%,76,18%,70,19%,22,0%,0,0%,0,0%,0,27%,23,17%,146,20%,6,7%,3,30%,7,31%,6,24%,15,18%,6,12%,19,18%,31,19%,75,17%,44
,Bachelor’s degree program,68%,892,68%,892,0%,0,68%,485,67%,407,0%,0,0%,0,0%,0,69%,266,67%,626,0%,0,68%,455,68%,416,0%,0,0%,0,85%,74,72%,117,62%,174,59%,55,67%,465,68%,892,0%,0,0%,0,0%,0,0%,0,68%,892,75%,774,47%,108,53%,255,81%,600,71%,504,69%,305,52%,78,0%,0,0%,0,0%,0,49%,50,69%,840,68%,29,65%,23,57%,16,55%,19,65%,61,56%,27,79%,149,66%,184,61%,349,73%,210
,Certificate from a college program,6%,62,6%,62,0%,0,7%,36,5%,26,0%,0,0%,0,0%,0,5%,15,6%,47,0%,0,6%,32,6%,29,0%,0,0%,0,1%,1,7%,9,7%,16,10%,6,6%,29,6%,62,0%,0,0%,0,0%,0,0%,0,6%,62,4%,36,12%,24,8%,34,3%,21,7%,33,4%,18,7%,11,0%,0,0%,0,0%,0,7%,5,6%,57,7%,2,2%,1,13%,2,11%,2,10%,5,6%,2,2%,5,6%,13,8%,32,5%,12
,Certification from an industry program,6%,55,6%,55,0%,0,5%,29,6%,26,0%,0,0%,0,0%,0,6%,13,5%,42,0%,0,3%,16,8%,39,0%,0,0%,0,0%,0,4%,6,7%,12,5%,5,6%,31,6%,55,0%,0,0%,0,0%,0,0%,0,6%,55,3%,34,11%,19,8%,28,3%,21,2%,14,5%,25,18%,16,0%,0,0%,0,0%,0,16%,8,5%,47,0%,0,26%,3,0%,0,3%,1,1%,1,17%,3,3%,5,6%,14,9%,30,2%,6
,Other educational program (please specify):,4%,38,4%,38,0%,0,5%,29,2%,9,0%,0,0%,0,0%,0,5%,16,3%,22,0%,0,4%,20,3%,17,0%,0,0%,0,1%,1,2%,5,2%,5,2%,3,5%,24,4%,38,0%,0,0%,0,0%,0,0%,0,4%,38,3%,25,6%,12,4%,17,3%,15,3%,20,4%,14,4%,4,0%,0,0%,0,0%,0,1%,1,4%,37,5%,1,0%,0,0%,0,0%,0,0%,0,4%,1,4%,5,4%,7,4%,17,3%,9
,Total,100%,1216,100%,1216,0%,0,100%,663,100%,553,0%,0,0%,0,0%,0,100%,355,100%,861,0%,0,100%,617,100%,572,0%,0,0%,0,100%,82,100%,157,100%,251,100%,83,100%,632,100%,1216,0%,0,0%,0,0%,0,0%,0,100%,1216,100%,986,100%,208,100%,428,100%,720,100%,647,100%,432,100%,131,0%,0,0%,0,0%,0,100%,87,100%,1127,100%,38,100%,30,100%,25,100%,28,100%,82,100%,39,100%,183,100%,249,100%,503,100%,281
I have the ability to get my dream job.,Strongly agree,26%,994,33%,534,23%,460,32%,289,34%,262,22%,36,22%,138,23%,269,32%,157,33%,377,23%,460,25%,518,29%,449,18%,102,25%,337,16%,45,38%,138,27%,187,27%,54,25%,556,33%,534,23%,127,23%,42,21%,148,25%,143,33%,534,28%,721,23%,242,36%,211,30%,282,34%,276,30%,194,36%,76,30%,283,17%,119,18%,41,20%,37,35%,509,22%,198,24%,138,31%,116,21%,44,28%,340,17%,168,22%,135,26%,248,31%,428,23%,183
,Agree,40%,1636,42%,734,39%,902,45%,418,40%,345,45%,64,37%,258,38%,551,44%,243,42%,491,39%,902,43%,888,40%,711,35%,228,41%,633,55%,145,37%,138,37%,287,35%,92,41%,957,42%,734,37%,221,39%,64,45%,369,48%,248,42%,734,43%,1182,37%,409,39%,270,48%,417,43%,393,45%,280,37%,86,46%,484,39%,311,23%,72,37%,72,44%,689,46%,418,33%,244,43%,184,38%,81,40%,558,38%,395,45%,313,38%,394,38%,581,43%,347
,Neither agree nor disagree,20%,731,20%,329,21%,402,20%,181,19%,163,19%,26,23%,135,20%,226,20%,102,20%,227,21%,402,21%,372,19%,323,23%,118,20%,254,18%,51,14%,54,25%,147,21%,61,20%,408,20%,329,21%,132,21%,42,20%,155,16%,72,20%,329,17%,466,24%,230,20%,136,17%,159,19%,164,21%,130,18%,47,17%,158,26%,177,19%,48,25%,57,19%,284,17%,141,22%,141,18%,62,25%,55,20%,225,21%,194,19%,117,21%,183,19%,260,22%,171
,Disagree,9%,301,4%,67,12%,234,3%,28,5%,42,12%,16,12%,69,13%,146,3%,17,5%,50,12%,234,8%,156,9%,120,15%,89,10%,134,8%,21,7%,19,8%,42,13%,26,10%,190,4%,67,13%,70,12%,26,11%,84,10%,54,4%,67,8%,199,11%,89,4%,24,4%,34,4%,28,5%,26,5%,15,7%,77,14%,102,20%,52,13%,20,3%,49,12%,95,13%,86,5%,18,11%,23,9%,114,15%,126,9%,49,11%,91,9%,98,8%,63
,Strongly disagree,4%,103,1%,14,5%,89,1%,6,2%,10,3%,4,6%,27,6%,56,1%,3,1%,11,5%,89,3%,49,3%,42,9%,45,3%,37,3%,5,4%,7,3%,19,5%,11,4%,58,1%,14,7%,44,5%,10,3%,26,2%,9,1%,14,3%,57,5%,42,1%,6,1%,7,1%,7,0%,2,3%,6,1%,9,4%,38,19%,40,6%,9,0%,6,4%,28,7%,40,3%,8,6%,6,3%,37,8%,51,4%,15,4%,30,3%,36,4%,22
,Total,100%,3765,100%,1678,100%,2087,100%,922,100%,822,100%,146,100%,627,100%,1248,100%,522,100%,1156,100%,2087,100%,1983,100%,1645,100%,582,100%,1395,100%,267,100%,356,100%,682,100%,244,100%,2169,100%,1678,100%,594,100%,184,100%,782,100%,526,100%,1678,100%,2625,100%,1012,100%,647,100%,899,100%,868,100%,632,100%,230,100%,1011,100%,747,100%,253,100%,195,100%,1537,100%,880,100%,649,100%,388,100%,209,100%,1274,100%,934,100%,629,100%,946,100%,1403,100%,786
I feel prepared for the future.,Strongly agree,16%,577,17%,261,15%,316,19%,151,16%,117,11%,17,17%,97,16%,195,20%,86,17%,175,15%,316,15%,290,18%,277,11%,59,17%,245,10%,33,25%,80,18%,104,20%,40,14%,314,17%,261,15%,76,18%,28,15%,114,16%,98,17%,261,17%,414,14%,143,21%,111,15%,137,20%,148,13%,86,15%,28,22%,219,12%,76,7%,14,15%,19,17%,246,12%,122,17%,95,24%,88,11%,25,20%,240,10%,101,12%,75,18%,148,19%,252,13%,102
,Agree,40%,1652,40%,684,40%,968,39%,358,42%,351,44%,65,39%,290,38%,588,41%,216,40%,468,40%,968,40%,877,41%,736,33%,237,44%,689,41%,117,33%,141,36%,277,35%,85,44%,1009,40%,684,36%,213,34%,66,50%,397,56%,292,40%,684,44%,1216,35%,395,39%,252,42%,382,42%,377,40%,250,36%,79,52%,557,35%,325,19%,58,31%,65,42%,639,45%,443,38%,277,46%,210,30%,69,44%,625,35%,400,46%,317,37%,418,40%,610,38%,306
,Neither agree nor disagree,24%,921,29%,498,22%,423,30%,290,27%,233,25%,36,18%,112,23%,250,26%,150,30%,348,22%,423,25%,476,23%,405,21%,127,22%,265,28%,74,24%,84,25%,178,24%,70,23%,504,29%,498,23%,142,24%,47,19%,156,16%,77,29%,498,23%,618,25%,259,28%,198,29%,256,25%,232,33%,218,29%,69,17%,159,26%,171,21%,64,27%,59,29%,462,20%,161,19%,142,21%,56,32%,63,21%,239,23%,208,23%,145,23%,222,23%,319,28%,235
,Disagree,15%,494,12%,202,17%,292,10%,100,13%,109,15%,22,17%,90,19%,173,11%,56,12%,146,17%,292,16%,274,14%,186,22%,108,14%,163,17%,38,15%,45,16%,92,15%,37,15%,277,12%,202,19%,119,19%,33,12%,91,10%,49,12%,202,13%,311,19%,167,11%,78,12%,103,10%,87,12%,76,16%,46,7%,66,23%,146,29%,69,22%,41,10%,167,17%,118,19%,103,7%,27,20%,45,12%,140,22%,166,14%,66,16%,131,15%,183,16%,114
,Strongly disagree,5%,129,2%,35,6%,94,2%,21,2%,16,5%,6,8%,41,5%,45,3%,14,2%,21,6%,94,5%,71,3%,44,12%,51,4%,38,3%,7,3%,9,5%,28,7%,14,4%,69,2%,35,8%,45,6%,12,4%,26,2%,11,2%,35,3%,69,7%,53,2%,12,2%,19,2%,21,1%,7,3%,8,2%,12,4%,32,23%,49,6%,11,1%,25,6%,41,7%,32,3%,9,6%,9,3%,33,10%,65,5%,27,5%,31,3%,40,6%,31
,Total,100%,3773,100%,1680,100%,2093,100%,920,100%,826,100%,146,100%,630,100%,1251,100%,522,100%,1158,100%,2093,100%,1988,100%,1648,100%,582,100%,1400,100%,269,100%,359,100%,679,100%,246,100%,2173,100%,1680,100%,595,100%,186,100%,784,100%,527,100%,1680,100%,2628,100%,1017,100%,651,100%,897,100%,865,100%,637,100%,230,100%,1013,100%,750,100%,254,100%,195,100%,1539,100%,885,100%,649,100%,390,100%,211,100%,1277,100%,940,100%,630,100%,950,100%,1404,100%,788
I have the skills I need to obtain the job I want.,Strongly agree,22%,499,20%,23,22%,476,0%,0,20%,30,23%,34,22%,143,22%,292,0%,0,20%,23,22%,476,19%,264,25%,212,20%,123,23%,331,9%,23,28%,45,18%,68,25%,31,25%,325,20%,23,21%,107,24%,42,22%,168,29%,159,20%,23,24%,350,19%,136,19%,8,23%,14,24%,17,19%,10,13%,1,29%,293,20%,144,12%,32,12%,3,22%,25,19%,189,24%,145,30%,108,16%,34,25%,319,18%,179,17%,75,23%,128,24%,192,22%,104
,Agree,43%,1070,38%,66,43%,1004,0%,0,40%,91,46%,67,40%,279,45%,633,0%,0,38%,66,43%,1004,43%,610,43%,418,42%,267,44%,695,57%,94,34%,58,43%,175,31%,49,43%,678,38%,66,41%,242,39%,76,49%,403,54%,283,38%,66,46%,744,38%,296,39%,20,42%,43,35%,39,47%,43,18%,6,51%,535,40%,350,29%,87,17%,5,41%,83,49%,461,40%,286,43%,199,38%,84,45%,614,40%,444,48%,215,41%,288,42%,366,40%,201
,Neither agree nor disagree,20%,393,27%,40,20%,353,0%,0,27%,58,14%,22,22%,120,20%,193,0%,0,27%,40,20%,353,21%,231,19%,143,19%,102,19%,228,21%,42,23%,32,21%,68,28%,36,17%,212,27%,40,20%,126,24%,44,18%,133,11%,49,27%,40,18%,227,20%,142,27%,15,24%,19,28%,26,26%,24,32%,6,14%,129,24%,150,21%,54,53%,11,24%,44,15%,127,19%,116,19%,55,31%,68,18%,200,23%,188,22%,67,19%,106,17%,124,23%,96
,Disagree,12%,225,15%,27,12%,198,0%,0,13%,32,14%,19,11%,63,11%,111,0%,0,15%,27,12%,198,13%,140,10%,72,13%,67,11%,122,12%,23,12%,26,13%,39,11%,16,11%,119,15%,27,14%,85,10%,18,9%,62,6%,33,15%,27,10%,132,16%,88,15%,9,11%,14,12%,13,8%,9,38%,9,5%,53,14%,87,23%,53,16%,2,14%,30,15%,90,12%,81,7%,24,9%,20,11%,123,13%,99,11%,38,11%,62,14%,83,10%,42
,Strongly disagree,3%,49,0%,1,4%,48,0%,0,0%,2,3%,4,5%,23,2%,20,0%,0,0%,1,4%,48,3%,26,3%,19,6%,22,2%,22,1%,3,2%,4,5%,11,5%,4,3%,27,0%,1,4%,25,3%,5,2%,15,1%,3,0%,1,2%,19,6%,29,0%,0,1%,1,0%,1,0%,1,0%,0,1%,2,2%,19,14%,26,2%,1,0%,1,2%,16,5%,20,1%,4,5%,5,2%,20,6%,28,2%,6,5%,15,2%,17,5%,11
,Total,100%,2236,100%,157,100%,2079,0%,0,100%,213,100%,146,100%,628,100%,1249,0%,0,100%,157,100%,2079,100%,1271,100%,864,100%,581,100%,1398,100%,185,100%,165,100%,361,100%,136,100%,1361,100%,157,100%,585,100%,185,100%,781,100%,527,100%,157,100%,1472,100%,691,100%,52,100%,91,100%,96,100%,87,100%,22,100%,1012,100%,750,100%,252,100%,22,100%,183,100%,883,100%,648,100%,390,100%,211,100%,1276,100%,938,100%,401,100%,599,100%,782,100%,454
Does your school offer any opportunities to…? Select all that apply.,Learn how to apply for a job,39%,615,39%,615,0%,0,34%,288,45%,327,0%,0,0%,0,0%,0,29%,135,43%,480,0%,0,38%,280,40%,326,0%,0,0%,0,33%,24,39%,84,38%,118,45%,45,40%,339,39%,615,0%,0,0%,0,0%,0,0%,0,39%,615,37%,445,45%,148,43%,262,32%,285,37%,302,37%,212,47%,98,0%,0,0%,0,0%,0,42%,74,38%,539,48%,20,51%,22,64%,16,60%,23,61%,54,49%,29,37%,83,43%,158,41%,251,33%,123
,Learn about different types of careers,65%,1114,65%,1114,0%,0,62%,584,69%,530,0%,0,0%,0,0%,0,57%,306,69%,808,0%,0,65%,528,66%,564,0%,0,0%,0,67%,60,72%,141,60%,229,65%,75,67%,601,65%,1114,0%,0,0%,0,0%,0,0%,0,65%,1114,68%,862,63%,222,64%,426,68%,609,65%,570,64%,390,69%,150,0%,0,0%,0,0%,0,61%,118,66%,993,74%,31,77%,28,74%,20,63%,26,70%,68,73%,38,63%,164,64%,257,67%,455,64%,238
,Learn from somebody who already has a job you want,27%,468,27%,468,0%,0,25%,244,28%,224,0%,0,0%,0,0%,0,23%,121,28%,347,0%,0,30%,248,25%,210,0%,0,0%,0,21%,22,24%,57,21%,81,31%,35,30%,266,27%,468,0%,0,0%,0,0%,0,0%,0,27%,468,27%,362,26%,92,24%,158,28%,268,26%,232,26%,175,26%,58,0%,0,0%,0,0%,0,26%,46,27%,420,39%,14,19%,11,45%,12,13%,6,27%,25,30%,19,30%,81,28%,113,27%,182,23%,92
,Learn skills relevant to a job you want,41%,702,41%,702,0%,0,42%,382,40%,320,0%,0,0%,0,0%,0,37%,191,43%,511,0%,0,41%,332,42%,353,0%,0,0%,0,46%,35,34%,78,36%,131,52%,58,44%,396,41%,702,0%,0,0%,0,0%,0,0%,0,41%,702,43%,549,38%,132,39%,249,41%,387,42%,376,38%,229,46%,94,0%,0,0%,0,0%,0,38%,71,42%,631,28%,12,33%,14,61%,17,26%,12,40%,37,30%,20,47%,113,43%,164,38%,262,43%,163
,Work on projects relevant to the job you want,26%,457,26%,457,0%,0,27%,255,25%,202,0%,0,0%,0,0%,0,24%,135,27%,322,0%,0,25%,207,27%,241,0%,0,0%,0,18%,18,22%,50,23%,83,34%,36,29%,266,26%,457,0%,0,0%,0,0%,0,0%,0,26%,457,25%,348,27%,92,23%,156,26%,252,25%,236,27%,167,25%,50,0%,0,0%,0,0%,0,24%,44,26%,412,31%,14,25%,11,41%,8,12%,6,26%,24,25%,16,30%,75,28%,105,27%,182,21%,95
,Earn college credit,60%,1030,60%,1030,0%,0,52%,474,69%,556,0%,0,0%,0,0%,0,36%,179,69%,851,0%,0,61%,503,60%,506,0%,0,0%,0,70%,59,57%,123,56%,204,60%,71,62%,565,60%,1030,0%,0,0%,0,0%,0,0%,0,60%,1030,63%,809,54%,195,58%,382,67%,603,64%,548,60%,368,47%,109,0%,0,0%,0,0%,0,46%,91,62%,937,71%,33,70%,31,70%,21,81%,30,78%,78,69%,39,60%,150,64%,254,55%,385,64%,240
,Earn an industry certificate,16%,260,16%,260,0%,0,12%,107,20%,153,0%,0,0%,0,0%,0,8%,36,19%,224,0%,0,15%,121,17%,135,0%,0,0%,0,8%,9,14%,32,13%,46,23%,22,18%,150,16%,260,0%,0,0%,0,0%,0,0%,0,16%,260,16%,199,17%,55,16%,98,17%,151,17%,142,15%,87,16%,30,0%,0,0%,0,0%,0,15%,24,16%,236,12%,5,32%,10,17%,7,21%,8,22%,20,19%,11,13%,27,21%,71,18%,115,10%,47
